gene,gene_name,zscore,effect_size,pvalue,VAR_g,pred_perf_R2,pred_perf_p,pred_perf_q,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000064012,CASP8,0.286340180798,0.0152178478047,0.774617586031,0.263162245544,0.329834294092,5.05406031541e-82,5.01257744083e-81,30,30,30
EGFL8,EGFL8,-0.286291929458,-0.0198385783442,0.774654538919,0.0407597715985,0.0508526884817,4.28401132856e-12,9.60257202322e-12,36,36,36
ENSG00000135404,CD63,-0.286143417393,-0.016182495788,0.774768278854,0.00129107854566,0.00144521651952,0.248834029677,0.309275550144,2,2,2
ENSG00000089169,RPH3A,0.286026328457,0.0158892656413,0.774857956376,0.666219899515,0.656530822876,1.04575155474e-215,6.01466975001e-214,42,42,42
ENSG00000205085,FAM71F2,-0.285993386196,-0.015502579425,0.774883187144,0.0806578735836,0.122984300061,4.51955843229e-28,1.62331890133e-27,9,9,9
ENSG00000103507,BCKDK,0.285929333641,0.0155915881276,0.77493224624,0.0619956748524,0.0814803367064,9.5485048308e-19,2.67070199886e-18,16,16,16
ENSG00000155545,MIER3,-0.285872147455,-0.0147906585921,0.77497604701,0.000347836993045,8.4985433609e-06,0.929559278331,1.0,3,3,3
ENSG00000215440,NPEPL1,0.285492093483,0.0179058577547,0.775267160962,0.0570787884993,0.092880328853,2.86543478806e-21,8.64421474886e-21,14,14,14
ENSG00000136522,MRPL47,0.285339853564,0.0146626672436,0.775383782643,0.0131402440062,0.0119838581748,0.000869948706057,0.00132524802307,33,33,33
ENSG00000165417,GTF2A1,-0.285221504157,-0.0157673897838,0.775474446378,0.00498297682961,0.00513117867027,0.0296362858152,0.0401873283715,7,7,7
ENSG00000136169,SETDB2,-0.285126798123,-0.0157478725975,0.775546999877,0.0521645646165,0.0755592413255,1.90361860075e-17,5.09294344719e-17,17,17,17
ENSG00000163606,CD200R1,0.285103548112,0.0161322081343,0.775564811816,0.0612229015159,0.0955352522002,7.33925815928e-22,2.25169739613e-21,17,18,18
ENSG00000052126,PLEKHA5,-0.284921074199,-0.0129669280773,0.775704610002,0.191442733923,0.146601527445,1.45886441684e-33,5.91767885253e-33,105,106,106
ENSG00000161328,LRRC56,0.284848090812,0.0150651286256,0.775760526579,0.424158240839,0.504987380566,1.23399056283e-142,2.96585578524e-141,50,50,50
ENSG00000106397,PLOD3,0.28479070161,0.015794563315,0.775804496411,0.00538510428062,0.00571142656023,0.0217370146149,0.0297824008626,10,10,10
ENSG00000149201,CCDC81,-0.284744687065,-0.0163256748445,0.775839751852,0.0122818295653,0.012537538261,0.000659109577596,0.0010108444628,23,23,23
ENSG00000204311,DFNB59,0.284511521485,0.019063262371,0.776018405841,0.0157942830968,0.0188478576028,2.87908740036e-05,4.76148419766e-05,14,14,14
ENSG00000137713,PPP2R1B,-0.284289833029,-0.0161153899608,0.776188276924,0.0700355399758,0.0894297835986,1.67378338359e-20,4.91317159466e-20,19,19,19
ENSG00000126581,BECN1,-0.283980583372,-0.0155527839116,0.776425260571,0.154163293444,0.152332301157,6.45269451425e-35,2.70233511756e-34,67,67,67
ENSG00000198435,NRARP,0.283547824133,0.0155200984677,0.776756926798,0.026253668737,0.0451467395184,7.14527892384e-11,1.53174590993e-10,16,16,16
ENSG00000171680,PLEKHG5,-0.283037694316,-0.0158306983599,0.777147942016,0.460343838957,0.578310534238,1.0843530898e-174,3.77831072639e-173,32,33,33
ENSG00000070501,POLB,0.282958129626,0.0156984087477,0.777208933554,0.00372783939191,0.0100074117503,0.00235730441359,0.00348189485605,6,6,6
ENSG00000129071,MBD4,0.282858107586,0.0166983748991,0.777285608937,0.00264871335957,0.00341546141375,0.0761183182147,0.0995783044504,6,6,6
ENSG00000171033,PKIA,0.282758884032,0.015470718322,0.777361674357,0.340108377855,0.417799971628,3.48347136906e-110,5.23753440661e-109,30,30,30
ENSG00000196700,ZNF512B,0.282751263847,0.0143698111872,0.777367516128,0.0327458938195,0.0432868678186,1.78441941847e-10,3.7616178234e-10,23,23,23
ENSG00000167264,DUS2L,0.282713565041,0.0159920891965,0.777396416899,0.374353114003,0.4314589567,6.19837816479e-115,1.00540441882e-113,25,25,25
ENSG00000129244,ATP1B2,0.282632664604,0.0153233503214,0.777458438072,0.276069795384,0.317279446728,2.63008059713e-78,2.45679372658e-77,22,22,22
ENSG00000204628,GNB2L1,-0.28255636033,-0.0152576991495,0.777516936961,0.0264039758926,0.0335710888782,2.10120190359e-08,4.05315323259e-08,21,21,21
ENSG00000213995,CARKD,0.282504394088,0.0153180766164,0.777556777751,0.378025269377,0.362557339798,4.81208109228e-92,5.58905820691e-91,45,45,45
ENSG00000135314,KHDC1,-0.28228907439,-0.0157616484759,0.777721862435,0.140993435656,0.243377448957,1.02283381107e-57,6.74261467748e-57,20,20,20
ENSG00000178732,GP5,-0.282259212162,-0.0147031276194,0.777744758469,0.0271105058149,0.0735698012094,5.18417860558e-17,1.37247872189e-16,6,6,6
ENSG00000130255,RPL36,0.282231357415,0.0162629994803,0.777766115497,0.051841618063,0.0265579179979,6.52630487837e-07,1.17461002395e-06,80,81,81
C8orf84,C8orf84,0.28210778944,0.0150880478317,0.777860860606,0.0127349800008,0.00832064935,0.00557480945691,0.00800543124259,25,25,25
ENSG00000184058,TBX1,0.282049045207,0.0163239513205,0.777905903602,0.00397171405046,0.0695131646835,3.97658348021e-16,1.02697217682e-15,6,7,7
ENSG00000099942,CRKL,-0.281930789198,-0.0136053695805,0.777996580384,0.0233783251809,0.017442508701,5.76013268997e-05,9.39060622102e-05,37,37,37
ENSG00000123358,NR4A1,0.281676795445,0.015583340247,0.778191348875,0.00179926136564,0.00267763687769,0.116378816251,0.149675362645,6,6,6
ENSG00000213057,C1orf220,0.281156880589,0.0149690051183,0.778590075479,0.204451859809,0.258470873243,9.36181306201e-62,6.63283700052e-61,25,25,25
ENSG00000133195,SLC39A11,-0.280921768243,-0.0162750781669,0.778770404046,0.158549956484,0.198322416244,4.06667087791e-46,2.13055378413e-45,106,106,106
ENSG00000168092,PAFAH1B2,-0.280888792212,-0.0157745366199,0.77879569725,0.0516446354835,0.112609623269,1.05505051898e-25,3.57317315133e-25,14,14,14
ENSG00000163249,CCNYL1,0.280847838072,0.0154929418254,0.778827110131,0.00729123426601,0.0197566769188,1.83998969771e-05,3.07778820276e-05,11,12,12
ENSG00000147852,VLDLR,0.280845387117,0.0156304512231,0.778828990088,0.378049635991,0.417026576124,6.42123342622e-110,9.61068925646e-109,140,142,142
ENSG00000198105,ZNF248,0.280735029079,0.0137543305993,0.778913639406,0.044960028757,0.0501614520421,6.0275931784e-12,1.34285233005e-11,71,72,72
ENSG00000204954,C12orf73,0.28062732592,0.0157901698726,0.778996254847,0.000639200101707,0.000290415578635,0.605300028009,0.71527065036,4,4,4
ENSG00000054965,FAM168A,0.280605647055,0.0147976897165,0.779012884271,0.0355432354454,0.0701875068409,2.83557328731e-16,7.3576311598e-16,11,11,11
ENSG00000136490,LIMD2,-0.280563740079,-0.0158722149724,0.779045030562,0.0793394283561,0.0706864970539,2.20753308345e-16,5.74953890492e-16,52,52,52
ENSG00000128346,C22orf23,-0.280463249308,-0.0163096642235,0.779122117251,0.00122831448883,0.000915511559002,0.358768721158,0.437653313548,3,3,3
ENSG00000105708,ZNF14,-0.28021510376,-0.0150188258856,0.779312479548,0.0255493942802,0.0406618398109,6.48404286093e-10,1.33272984584e-09,16,16,16
ENSG00000022976,ZNF839,-0.280175336074,-0.014778671521,0.779342988149,0.00383394036883,0.000554087729537,0.475301254431,0.569937438284,13,13,13
ENSG00000259384,GH1,-0.280141521502,-0.015633940187,0.779368929963,0.0452352338808,0.0655715788637,2.85941271761e-15,7.1355295384e-15,12,12,12
ENSG00000081760,AACS,0.279994895979,0.0149350288623,0.77948142076,0.0776254648553,0.0917344621247,5.1525418434e-21,1.54096568164e-20,53,53,53
ENSG00000104290,FZD3,-0.279946896512,-0.0152752724078,0.779518246856,0.0726862775756,0.112228350443,1.28769325734e-25,4.34908512342e-25,11,11,11
ENSG00000154511,FAM69A,0.279546391479,0.0125722029114,0.779825541144,0.0592385134577,0.0766371383783,1.10538255417e-17,2.97851751657e-17,25,25,25
ENSG00000167642,SPINT2,0.279458599721,0.0159943551419,0.77989290546,0.0707064427513,0.0905294760752,9.54315858223e-21,2.83028465856e-20,39,39,39
ENSG00000100221,JOSD1,0.279252460232,0.0146008497795,0.780051086779,0.0713066143272,0.113874071914,5.44538696426e-26,1.86240435488e-25,10,10,10
ENSG00000106355,LSM5,0.279181652029,0.0157982375069,0.780105423617,0.0148491609589,0.0197893771623,1.81060393819e-05,3.0290187311e-05,17,17,17
ENSG00000106367,AP1S1,-0.279037233516,-0.0158094188701,0.780216250906,0.081523455259,0.112543554284,1.09212334648e-25,3.69682770407e-25,10,10,10
ENSG00000168614,NBPF9,-0.27859809548,-0.0148407530026,0.78055327445,0.0507282898902,0.0222304250133,5.45206842355e-06,9.39050519244e-06,28,28,28
ENSG00000196358,NTNG2,0.278580117766,0.0178146904412,0.780567072614,0.0155638054162,0.0171838537909,6.54548123337e-05,0.000106249116742,30,30,30
ENSG00000105514,RAB3D,0.278427893891,0.016430571359,0.780683909486,0.0614211283812,0.0645423060875,4.78120558247e-15,1.18259640801e-14,40,41,41
ENSG00000080031,PTPRH,-0.278406930463,-0.0155328484205,0.7807,0.000210053733243,0.00282443118556,0.106813849315,0.137790911785,1,1,1
MIF,MIF,-0.27830210037,-0.0155878736301,0.780780463922,0.150566197931,0.207575799376,1.90596876144e-48,1.05167635345e-47,15,15,15
ENSG00000137161,CNPY3,-0.278244352961,-0.0153342450489,0.780824789821,0.00277065132933,0.00517435629977,0.0289568922004,0.0392984262928,4,4,4
ENSG00000254093,PINX1,-0.278223863438,-0.0148087022163,0.780840517391,0.00165558564158,0.000451560402136,0.519289790912,0.619750438211,5,5,5
ENSG00000164776,PHKG1,0.278058788995,0.0120948067266,0.78096723029,0.0833998393808,0.143808142439,6.62184048333e-33,2.65336966857e-32,21,21,21
ENSG00000092850,TEKT2,0.278044831546,0.015515869364,0.780977944443,0.0423170488812,0.0629150404475,1.0767689571e-14,2.62924062551e-14,7,7,7
ENSG00000157895,C12orf43,-0.277906182788,-0.0185899068498,0.781084377612,0.104164170852,0.150170074369,2.09768207996e-34,8.66914674462e-34,31,31,31
ENSG00000116830,TTF2,-0.277828785788,-0.0133688655156,0.781143792896,0.189961794229,0.257774076378,1.44403357529e-61,1.01980515925e-60,46,46,46
ENSG00000167112,TRUB2,-0.277820057157,-0.016666161719,0.781150493677,0.0142328794794,0.0101789826712,0.00216094774016,0.0031990381798,21,21,21
ENSG00000177335,C8orf31,-0.277770613765,-0.0156642688437,0.781188450601,0.355963242063,0.331875468374,1.2385390786e-82,1.24525177132e-81,18,18,18
ENSG00000185721,DRG1,0.2776493315,0.0143225290358,0.78128155932,0.0151577280635,0.00935290926666,0.00328775685638,0.00480344376654,21,21,21
EFHA2,EFHA2,-0.277649193053,-0.0155233275462,0.781281665608,0.00623125255308,0.00648033300238,0.0144849289516,0.0201671246534,14,14,14
ENSG00000213281,NRAS,-0.277574475773,-0.0152840707138,0.781339027826,0.002858132539,0.00148648350482,0.242183561293,0.301436371744,10,10,10
ENSG00000101213,PTK6,0.27739291777,0.0151033603379,0.781478419145,0.0392680849474,0.0510231341845,3.93798246005e-12,8.83898551146e-12,28,30,30
ENSG00000198729,PPP1R14C,-0.277268379778,-0.0131652017006,0.78157403736,0.0318630386121,0.0256456819793,1.0205930003e-06,1.82267530941e-06,47,47,47
ENSG00000174946,GPR171,-0.277161915065,-0.0149017226331,0.781655781826,0.00325331323791,0.00256784216327,0.124150072242,0.159265666846,9,9,9
ENSG00000114745,GORASP1,-0.277138939796,-0.017600160245,0.78167342274,0.0238953470017,0.0206918024402,1.16137226657e-05,1.96612263792e-05,46,46,46
ENSG00000169180,XPO6,-0.276976698002,-0.0149984363467,0.781797998732,0.0378038773537,0.0444455017446,1.00909041362e-10,2.14956005787e-10,25,25,25
FAM59B,FAM59B,0.276922057904,0.0157451753303,0.78183995493,0.0715387442527,0.0662401324502,2.04718677699e-15,5.13786147861e-15,76,76,76
ENSG00000161243,FBXO27,0.276650090058,0.0153968747923,0.78204879886,0.108556746627,0.162415307333,2.54351964466e-37,1.1260738568e-36,24,25,25
ENSG00000244045,TMEM199,-0.276646006609,-0.0175652856944,0.782051934658,0.0700233556722,0.0825743790022,5.48300299277e-19,1.54342022693e-18,26,26,26
ENSG00000112425,EPM2A,0.276640717445,0.0149736910551,0.782055996364,0.24694761386,0.321941175409,1.11697825044e-79,1.06916573667e-78,20,20,20
ENSG00000072864,NDE1,0.276556584245,0.014291088748,0.782120605543,0.685315156613,0.714354425066,1.49084807719e-252,1.40256857319e-250,43,43,43
RTCD1,RTCD1,0.276475198848,0.0150564292539,0.782183106007,0.0554538736024,0.0943053993272,1.37995903693e-21,4.20047156816e-21,25,25,25
ENSG00000119760,SUPT7L,-0.27627219066,-0.0150249388927,0.782339013643,0.00964588816655,0.00713686093802,0.0102791018972,0.0144828895044,19,19,19
ENSG00000112584,FAM120B,-0.276211436642,-0.0152584094619,0.782385673635,0.139454783072,0.24468836085,4.59431623392e-58,3.04998685065e-57,54,55,55
ENSG00000204390,HSPA1L,-0.276041337267,-0.0136370947941,0.782516316657,0.0969877639639,0.0700575902186,3.02651562632e-16,7.8468971091e-16,43,46,46
ENSG00000124226,RNF114,-0.276033343569,-0.0157995437141,0.782522456283,0.0132669026101,0.0234134479518,3.05018638569e-06,5.31757206566e-06,20,21,21
ENSG00000135540,NHSL1,0.275911995765,0.0165414115287,0.782615660132,0.0931147694129,0.0974685237688,2.71595601225e-22,8.44074012207e-22,48,48,48
KLHDC5,KLHDC5,0.275895274673,0.0151642585901,0.782628503379,0.095237069734,0.11850901469,4.78452981006e-27,1.6742040948e-26,30,30,30
ENSG00000198722,UNC13B,0.275560796816,0.0150303443354,0.782885423789,0.0236813186774,0.0422095461905,3.03077954495e-10,6.32621194715e-10,17,17,17
ENSG00000184465,WDR27,0.275445178833,0.0146699380209,0.782974238225,0.025501772064,0.0369371528108,4.03468472845e-09,8.02004717151e-09,12,12,12
ENSG00000105053,VRK3,0.275440158487,0.0154872515689,0.782978094776,0.0428282717782,0.0515525940846,3.031289015e-12,6.83415056771e-12,35,35,35
ENSG00000104442,ARMC1,0.274936050385,0.0155747022875,0.783365369811,0.0264192919229,0.0725354715685,8.72142435129e-17,2.29510250012e-16,31,32,32
C20orf7,C20orf7,0.274788776914,0.0146013097875,0.783478521033,0.135018963457,0.217516349887,5.59923764058e-51,3.25165603898e-50,9,9,9
ENSG00000136848,DAB2IP,-0.274694868288,-0.016198201935,0.783550674069,0.00593837092455,0.00220909315764,0.153865043113,0.19548147804,24,24,24
ENSG00000185347,C14orf80,-0.27428685852,-0.0155453584371,0.783864182778,0.0260334283223,0.0432518250162,1.81544123418e-10,3.82395274195e-10,7,7,7
ENSG00000119537,KDSR,-0.274278678973,-0.0155908604866,0.783870468181,0.0546053790929,0.0896179907179,1.52039727235e-20,4.47389465464e-20,20,20,20
ENSG00000176619,LMNB2,0.274222938818,0.0120674674048,0.783913300918,0.00299539164397,0.000546570171695,0.478312330667,0.573026351393,11,11,11
ENSG00000138035,PNPT1,-0.274196899715,-0.015697286366,0.783933310524,0.0126053370904,0.0222121535095,5.50121598596e-06,9.47391680846e-06,12,12,12
ENSG00000134333,LDHA,0.274098909014,0.0153226708495,0.784008612223,0.0691940220285,0.109933878187,4.26455235763e-25,1.41982859207e-24,23,23,23
ENSG00000173264,GPR137,-0.274037930504,-0.0151555216871,0.784055472643,0.00614842187771,0.0113151279587,0.00121751250935,0.00183350757611,5,5,5
ENSG00000136631,VPS45,0.273897124804,0.0149295685568,0.784163681203,0.0286243422161,0.0109210958448,0.00148495484221,0.00222102432736,29,29,29
ENSG00000174374,WBSCR16,0.273840613963,0.014816254141,0.784207110708,0.00344480114734,0.00317560016116,0.0872382286948,0.113438119275,5,5,5
ENSG00000171763,SPATA5L1,0.273792879439,0.0150422377912,0.784243795995,0.665807321311,0.69839284111,1.09858093791e-241,9.10025756805e-240,45,46,46
ENSG00000203965,EFCAB7,0.273740002329,0.0154442582449,0.784284434058,0.00855562329282,0.00987008484585,0.00252742414998,0.00372523539384,26,27,27
ENSG00000022840,RNF10,0.273719684384,0.0156510480162,0.784300049326,0.00976751331946,0.0118615600053,0.000925032018169,0.00140493504512,16,16,16
ENSG00000144485,HES6,-0.27340382637,-0.0163318200341,0.784542811781,0.174029988685,0.231032199555,1.79592869657e-54,1.11104635334e-53,24,24,24
ENSG00000168350,DEGS2,-0.273265773139,-0.0142270185989,0.784648923452,0.0126306106658,0.0174991635749,5.60115273726e-05,9.13707984921e-05,26,26,26
ENSG00000176142,TMEM39A,-0.273245377727,-0.0143635640214,0.784664600289,0.0095921176758,0.00758798591815,0.00813385827136,0.0115405631037,12,12,12
ENSG00000044115,CTNNA1,-0.273133090561,-0.0148129723102,0.784750910857,0.414244325043,0.482425570106,1.01205191936e-133,2.16391815419e-132,49,49,49
ENSG00000171700,RGS19,0.27288926153,0.0163338609939,0.784938341407,0.0110180667944,0.00254339355009,0.125957686623,0.161505908345,23,23,23
ENSG00000198483,ANKRD35,0.272869977639,0.0150667218712,0.784953165402,0.482653193089,0.535764504002,1.79751381631e-155,5.04798602871e-154,14,14,14
ENSG00000104899,AMH,-0.27230936817,-0.0143472493266,0.785384153553,0.543126783346,0.564948712194,1.87142566037e-168,6.01184082261e-167,15,15,15
ENSG00000168802,CHTF8,0.272204141337,0.015629722159,0.785465057703,0.000300905767717,0.00257353028507,0.12373365642,0.15877786328,2,2,2
ENSG00000163435,ELF3,-0.271944608071,-0.0150735352794,0.785664610989,0.257245525372,0.284939154989,4.88828921025e-69,3.89025118962e-68,53,53,53
ENSG00000113269,RNF130,0.27192879498,0.0160280679245,0.785676770017,0.0231806770362,0.0236188868769,2.75768270636e-06,4.81972384892e-06,45,46,46
ENSG00000186280,KDM4D,0.271754351796,0.0143181540835,0.785810906636,0.0135850391415,0.00231651462544,0.144204764502,0.183900169757,50,50,50
ENSG00000100522,GNPNAT1,0.271689950825,0.01628709737,0.785860428828,0.00112332697974,0.00056057559105,0.47272728615,0.567160783921,6,6,6
ENSG00000119699,TGFB3,-0.271563121653,-0.0163443698498,0.785957958751,0.243326811345,0.284715913105,5.64528592288e-69,4.48726981836e-68,9,9,9
ENSG00000124459,ZNF45,-0.271479893225,-0.0140641268557,0.786021962116,0.00194026438421,0.00538817618316,0.0258230890258,0.0351722756525,5,5,5
ENSG00000258227,CLEC5A,0.27137650078,0.0140358170669,0.786101473794,0.0726390044994,0.09733612294,2.90747794691e-22,9.02956662079e-22,26,26,26
ENSG00000166908,PIP4K2C,-0.271374207693,-0.0146397255055,0.786103237268,0.018091221233,0.0290389338254,1.93527902594e-07,3.57647818867e-07,19,21,21
ENSG00000204287,HLA-DRA,0.271370260859,0.0144481394518,0.786106272539,0.0245190950083,0.0191426077957,2.48982164241e-05,4.12958538421e-05,30,30,30
ENSG00000251692,PTX4,-0.271274981643,-0.0147825087194,0.786179547017,0.0586919768304,0.0275409380629,4.0315127842e-07,7.33007383775e-07,86,86,86
ENSG00000136206,SPDYE1,-0.271198378661,-0.0149483599041,0.786238459911,0.0200854420305,0.0160844731329,0.000112768483289,0.000180470679635,29,29,29
ENSG00000164244,PRRC1,-0.271139573215,-0.0155185214937,0.786283686123,0.00868767471245,0.00770767887502,0.00764557446006,0.0108711930491,14,14,14
ENSG00000165409,TSHR,0.271087090151,0.0136627915005,0.786324050512,0.0979795222146,0.113551845743,6.44562292037e-26,2.19708331998e-25,41,41,41
ENSG00000106328,FSCN3,0.271045185937,0.0150891443494,0.786356279188,0.0282233705527,0.0308251792925,8.06732806154e-08,1.51987952937e-07,26,26,26
ENSG00000117676,RPS6KA1,0.271003022412,0.0144424279528,0.786388707671,0.00928717586139,0.0167294082646,8.19471596081e-05,0.000132302775092,3,3,3
ENSG00000129991,TNNI3,-0.270933933383,-0.014713065996,0.786441845689,0.24191301052,0.347958225562,1.64051353104e-87,1.77983556156e-86,6,6,6
ENSG00000144230,GPR17,-0.270888205485,-0.0144301282653,0.786477016651,0.269944177179,0.232720701905,6.50987053081e-55,4.05973033908e-54,146,148,148
ENSG00000165626,BEND7,0.270826412919,0.0149482807525,0.786524544217,0.12344067157,0.120413084846,1.755681052e-27,6.20280985406e-27,75,75,75
ENSG00000152082,MZT2B,-0.270754854772,-0.0151994796601,0.786579583943,0.00730383156006,0.0144384872955,0.000255275888459,0.000400457209015,6,6,6
ENSG00000143653,SCCPDH,-0.270523779572,-0.0157121943111,0.786757325226,0.21092725312,0.257403504001,1.81804417099e-61,1.28050587038e-60,56,57,57
ENSG00000013392,RWDD2A,0.270435804086,0.0188400292575,0.78682499822,0.0287178078658,0.0412325530418,4.89869032328e-10,1.01240624899e-09,32,32,32
